subject,label
CNN.com Daily Top 10,1
Price for Viagra 100mg x 90 pills US $ 1.78 Per Pill,1
"[Spambayes-checkins] spambayes/spambayes WebAppPlugin.py, NONE,	1.1.2.1",0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
[Bug 5667] add new URIBL lookup on rhsbl.ahbl.org,0
Womens wish list for men,1
Replica Rolex Watches ! SAVE Big !,1
[UAI] CFP: Constraint Solving & Programming at 20th Annual ACM Symposium on Applied Computing,0
Help Stop Premature Ejaculation! ,1
WelcomeBestsellersVisaAccepted,1
2008 AAAI Fellows Nomination Deadline,0
Click here to purchase high-quality replica watch ,1
You have received an eCard,1
[clamav-virusdb] Update (daily: 5745),0
Order Rolex Replica //atches 0nline!   ,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
"Is it possible to remove a hard drive partition? If yes, how?",0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Answers to erectile dysfunction,1
CNN.com Daily Top 10,1
Revolutionary mens health aid has arrived,1
Achieve any length you need,1
"[Spambayes-checkins] spambayes/spambayes dnscache.py,1.3,1.3.2.1",0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Order this  anti-smoking patch for the one you love.,1
[clamav-virusdb] Update (daily: 5746),0
[Bug 5815] New TLD .rs,0
CNN.com Daily Top 10,1
buildbot failure in mleisi-suse10.2-x86_64,0
Re: sa-learn --ham ground rules,0
CNN.com Daily Top 10,1
Re: Getting ? in spam scores.,0
"[Spambayes-checkins] spambayes/scripts core_server.py, 1.1.2.2,	1.1.2.3",0
[clamav-virusdb] Update (daily: 5747),0
Profits in 15 Minutes ?! MinuteProfits!,1
Finest ange suggestion,1
Get a rod of colossal measurements!,1
"ietf-dkim Digest, Vol 106, Issue 6",0
Love consultants recommend herbal products,1
CNN.com Daily Top 10,1
Looking for a watch? Visit Replica Classics,1
CNN.com Daily Top 10,1
[clamav-virusdb] Update (daily: 5748),0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Payment confirmation #2711018404799517757,1
CNN.com Daily Top 10,1
"[Spambayes-checkins] spambayes/spambayes/core_resources ui.html,	1.1.2.1, 1.1.2.2 ui_html.py, 1.1.2.1, 1.1.2.2",0
Items for man,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
[lwv-healthcare] Millions with Chronic illness go untreated - NY Times,0
buildbot failure in t-feisty-561,0
"Britney Spears, the Rolling Stones, the 2008 Grammy Awards and more",0
[UAI] CP 2004 Call for Participation,0
Re: [opensuse] OpenSuse 11,0
[clamav-virusdb] Update (daily: 5749),0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Re: [opensuse] OpenSuse 11,0
CNN.com Daily Top 10,1
ActiveState evaluation license for Komodo IDE,0
[clamav-virusdb] Update (daily: 5750),0
Which Ones Really Work? We List The Top Penis Enlargement Products!,1
CNN.com Daily Top 10,1
10 reasons to take enhancing medicaments.,1
[clamav-virusdb] Update (daily: 5751),0
Recommended plastic surgery for men,1
What They Don't Want You to Know What it Does to Your Body !,1
Womens wish list for men,1
CNN.com Daily Top 10,1
ScienceNOW Daily Email Alert,0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Eat it,1
Penis Enlargement Is Possible ! Learn How and What Products Work,1
CNN.com Daily Top 10,1
[Bug 5815] New TLD .rs,0
Sublime measurement can be achieved fast,1
Replica Classics  if looking for magnificent watches,1
[clamav-virusdb] Update (daily: 5752),0
Recommended plastic surgery for men,1
CNN.com Daily Top 10,1
Wanted Growth Enhancement testimonials,1
[Bug 5815] [review] New second-level domains for TLD .rs,0
Re: Getting ? in spam scores.,0
Re: [opensuse] 10.3 and powermanagement,0
[opensuse] Re: [opensuse-kde] KDE:KDE4 deleted,0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Re: sa-learn --ham ground rules,0
[clamav-virusdb] Update (daily: 5753),0
CNET Download Dispatch: New Year's resolution redux,0
Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0
CNN.com Daily Top 10,1
More length and width,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Re: sa-learn --ham ground rules,0
CNN.com Daily Top 10,1
Big booty white girl rides black dick while being taped and exposed,1
CNN.com Daily Top 10,1
For:9e1feefcb1ce395e87bae8f40782cff5 Paris and Britney nude.,1
Katerina age 29 -on dating ,1
Ranking And Reviews Of The Top 5 Penis Enlargement Products!,1
"[Spambayes-checkins] spambayes/spambayes CoreUI.py, 1.1.2.4,	1.1.2.5 Options.py, 1.141.2.2, 1.141.2.3 UserInterface.py,	1.61, 1.61.2.1 WebAppPlugin.py, 1.1.2.1, 1.1.2.2",0
Wanted Growth Enhancement testimonials,1
Re: [opensuse] OpenSuse 11,0
[spambayes-dev] spambayes crash due to bad image,0
CNN.com Daily Top 10,1
Give your partner new feelings while have a sex dgjaa tlqmav d,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
[ydn-delicious] Re: Link checker for del.icio.us?,0
Re: [spambayes-dev] spambayes crash due to bad image,0
[Bug 5667] add new URIBL lookup on rhsbl.ahbl.org,0
Re: [opensuse] Intel 3945 Wireless Problem opensuse 10.3,0
"[Spambayes-checkins] spambayes/spambayes ImageStripper.py, 1.14, 1.15",0
CNN.com Daily Top 10,1
[ spambayes-Patches-1707808 ] imap-tte,0
CNN.com Daily Top 10,1
Re: sa-learn --ham ground rules,0
Re: [opensuse] OpenSuse 11,0
Re: sa-learn --ham ground rules,0
CNN.com Daily Top 10,1
Re: [opensuse] Intel 3945 Wireless Problem opensuse 10.3,0
You have an E-Card from...?,1
Re: sa-learn --ham ground rules,0
Proven Effective for 72 Hours.,1
Great pharm shop,1
CNN.com Daily Top 10,1
From Raymond Bliss,1
Re: [R] Greek characters in plots,0
[opensuse] openSuse 11 Alpha,0
CNN.com Daily Top 10,1
More pleasure wit less efforts.,1
BestQualityPillsYourHealth,1
CNN.com Daily Top 10,1
Omega replica watch Same quality at lower price   ,1
[ spambayes-Patches-1707808 ] imap-tte,0
Re: [opensuse] openSuse 11 Alpha,0
Re: perl5.005_05-MAINT20070902,0
Re: [opensuse] SUSE 10.3 + ATI FireGL 5250 + Latest ATI driver = no 3D efects,0
Re: [opensuse] ssh: Connection reset by peer,0
Re: [opensuse] A Quick Start - VirtualBox Howto,0
Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0
buildbot failure in t-solaris-10,0
Re: [opensuse] A Quick Start - VirtualBox Howto,0
Affordable posh accessories,1
CNN.com Daily Top 10,1
[UAI] New Journal: NMNC (fwd),0
"Ashwani Kaul, market analyst, Thomson Reuters, at 10:30 AM ET/ 7:30 AM PT on BNN",0
Excellent-made replica watches from Rolex   ,1
Give freedom to their dreams,1
For:42fcb2d48c638c1153ec87d1a563ac0f Boy Loses Arm in Gator Attack,1
Re: [patch@31780] fixes for cpanplus on VMS,0
Your order,1
"Dont waste  time on hesitations, a guaranteed result!",1
[ spambayes-Patches-1707808 ] imap-tte,0
AllProductsSoftTabsFDAapproved,1
How would You like to divert 1000s of fresh new visitors daily,1
41 new messages in 20 topics - abridged,0
CNN.com Daily Top 10,1
"[Spambayes-checkins] spambayes/spambayes CorePlugin.py, NONE,	1.1.2.1 XMLRPCPlugin.py, NONE, 1.1.2.1",0
buildbot failure in jm-feisty,0
Back to business,0
4 new messages in 4 topics - abridged,0
Re: [opensuse] SUSE 10.3 + ATI FireGL 5250 + Latest ATI driver = no 3D efects,0
[clamav-virusdb] Update (daily: 5754),0
Re: perl5.005_05-MAINT20070902,0
Re: [opensuse] openSuSe 10.3 hangs after kernel update,0
MoneybackPolicyInternetPricesInfo,1
Enjoy The Sex Life You Deserve,1
"[Spambayes-checkins] spambayes/spambayes CorePlugin.py, 1.1.2.1,	1.1.2.2 Options.py, 1.141.2.3, 1.141.2.4 XMLRPCPlugin.py,	1.1.2.1, 1.1.2.2",0
CNN.com Daily Top 10,1
You are the  next to quit. ,1
"Suspend2-users Digest, Vol 35, Issue 28",0
Penis Enlargement Is Possible ! Learn How and What Products Work,1
Looking for Tag Heur replica? Visit Replica Classics   ,1
Re: Logical Names on VMS,0
CNN.com Daily Top 10,1
[soaplite] Digest Number 1746,0
Items for the man,1
Payment confirmation #8856279318964985918,1
Items for men,1
Stuff for Man's,1
Help Stop Premature Ejaculation! ,1
"TuxOnIce-users Digest, Vol 36, Issue 11",0
CNN.com Daily Top 10,1
More massive love luger,1
Replica Rolex Swiss Watches   ,1
Payment confirmation #1260113133871611088,1
Strange headers on mail from SA users list,0
Re: [opensuse] Xorg ignores my screen resolution settings.,0
Re: Strange headers on mail from SA users list,0
Re: cpanplus::backend.pm module_tree requires case preserving file systems.,0
[clamav-virusdb] Update (daily: 5755),0
[UAI] 2nd CFP: FLAIRS 2005--Special Track on Uncertain Reasoning,0
Re: sa-learn --ham ground rules,0
[clamav-virusdb] Update (daily: 5756),0
Re: [R] Greek characters in plots,0
Increase Your Penis Width (Girth) By upto 20%.,1
Viagra and Cialis for everyone!,1
Microsoft: Streaming Office 'infringes license' | CNET News.com Alert ,0
CNN.com Daily Top 10,1
[ie-rant] Re: hp pavilion issues,0
Discover new saving possibilities with  CanadianPharmacy.,1
Fwd: Re: mal heca,0
Re:Finden Sie Ihr Programm ,1
Unique men's health store,1
Re: perl5.005_05-MAINT20070902,0
Revolutionary mens health aid has arrived,1
Answers to erectile dysfunction,1
Re: [ie-rant] Re: hp pavilion issues,0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Re: [ie-rant] Re: hp pavilion issues,0
Guaranteed Erection Fast,1
Re: perl5.005_05-MAINT20070902,0
Jenna Jameson wants you as BFF,1
Re: [opensuse] OpenSuse 11,0
Please help your Parents Centre,0
Re: perl5.005_05-MAINT20070902,0
[clamav-virusdb] Update (daily: 5757),0
"[Spambayes-checkins] spambayes/spambayes/core_resources ui_html.py,	1.1.2.2, 1.1.2.3",0
"Re: [Python-Dev] Adventures with x64, VS7 and VS8 on Windows",0
"[Spambayes-checkins] website faq.txt,1.93,1.93.2.1",0
Re: [opensuse] ssh: Connection reset by peer,0
Replica Classics trendy replica watches for you   ,1
CNN.com Daily Top 10,1
You can find here all medicines what you want,1
[clamav-virusdb] Update (daily: 5758),0
orleans experiment brae imaginate wail,1
RE: [ie-rant] Re: hp pavilion issues,0
Replica Rolex Swiss Watches   ,1
CNN.com Daily Top 10,1
"replica Watches! rolex, patek philippe, vacheron ...   ",1
there goes the neighbourhood,0
"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1
Replica Rolex Swiss Watches   ,1
Re: [Bulk] [opensuse] A Quick Start - VirtualBox Howto,0
Fwd: To Sam,0
Most Popular Watches of All Trademarks   ,1
Feeling more enthusiasm,1
InfoPharmAvailable,1
CNN.com Daily Top 10,1
Payment confirmation #7608845599212560918,1
Re: [opensuse] How can I write man pages? Linuxdoc/Docbook anyone? Report on manedit,0
Satisfy your partner every night,1
CNN.com Daily Top 10,1
Exclusive stuff for mans,1
[SM-USERS] image_buttons,0
[opensuse] Unable to download list of online reprositories,0
Re: Strange headers on mail from SA users list,0
CNN.com Daily Top 10,1
Re: [Bulk] [opensuse] A Quick Start - VirtualBox Howto,0
beginners Digest 9 Feb 2008 14:36:12 -0000 Issue 3382,0
"[Spambayes-checkins] spambayes/spambayes CorePlugin.py, 1.1.2.2,	1.1.2.3 CoreUI.py, 1.1.2.5, 1.1.2.6 XMLRPCPlugin.py, 1.1.2.2, 1.1.2.3",0
"[Spambayes-checkins] spambayes/scripts core_server.py, 1.1.2.3,	1.1.2.4",0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
is ROLEX under 199 $ good for you? ,1
CNN.com Daily Top 10,1
From Lora Foley,1
[opensuse] installation via IPv6,0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
"100% Safe To Take, With NO Side Effects.",1
Fwd: Fwd: FW: In Honor of Stupid People,0
CNN.com Daily Top 10,1
Katerina age 29 -on dating ,1
Give your partner new feelings while have a sex,1
hello from karina,1
Re: [opensuse] installation via IPv6,0
Let other people  know about your successful quitting.,1
ThankYouWorldwideSoftTabs,1
CNN.com Daily Top 10,1
[IIU] OT: The funny side of spam,0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Re: [SM-USERS] image_buttons - Solution,0
Proven Effective for 72 Hours.,1
Re: [opensuse] openSuse 11 Alpha,0
jolly fiddlestick psychotherapist kenton capo,1
Send him male enhancing products,1
Choice IWC replica watches at Replica Classics   ,1
repertory marque shedir tabula tabula,1
[ spambayes-Bugs-988095 ] DEP / NX causes Outlook to crash,0
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Time sheet,0
Re: Заводские цены на ПЛАСТИКОВЫЕ ОКНА -ПВХ,1
"replica Watches! rolex, patek philippe, vacheron ...   ",1
Payment confirmation #6463227761195308717,1
Answers to your love relationship,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Re: [SM-USERS] Autorespond plugin,0
Katerina age 29 -on dating ,1
Gain 3+ Inches In Length.,1
[clamav-virusdb] Update (daily: 5759),0
OT: The Funny Side of Spam,0
RE: there goes the neighbourhood,0
Re: [Bulk] [opensuse] A Quick Start - VirtualBox Howto,0
OK: perl 5.00505 +MAINT20070902 on i86pc-solaris 2.10 (UNINSTALLED),0
[Bug 5817]  New: Poorly faked MTA Received headers,0
2008 timetable,0
CNN.com Daily Top 10,1
Re: [Bulk] [opensuse] A Quick Start - VirtualBox Howto,0
CNN.com Daily Top 10,1
Return your self-estteme with blue pilule.,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Love consultants recommend herbal products,1
[opensuse] 11.0 A2,0
CNN.com Daily Top 10,1
[UAI] CfP: FLAIRS-05 - Evaluation and Refinement of Intelligent Systems,0
CNN.com Daily Top 10,1
Your free registration account expires soon - save 25% on purchase	today!,0
"replica Watches! rolex, patek philippe, vacheron ... ",1
CNN.com Daily Top 10,1
Recommended plastic surgery for men,1
Click here and order replica watches from best brands   ,1
Re: [Bulk] [opensuse] A Quick Start - VirtualBox Howto,0
"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1
Spring Big Sale...FANTASTIC Replica watches...Save 15% ...   ,1
Re: there goes the neighbourhood ,0
Order Rolex Replica //atches 0nline!   ,1
We provide for you a real advantage to turn her on,1
"[Spambayes-checkins] spambayes/spambayes XMLRPCPlugin.py, 1.1.2.3,	1.1.2.4",0
Man fined for having long penn,1
Excellent-made replica watches from Rolex   ,1
[Bug 5817] Poorly faked MTA Received headers,0
More excitement for your lady,1
Satisfy your partner every night,1
CNN.com Daily Top 10,1
Replica Classics  if looking for magnificent watches,1
Womens wish list for men,1
AvailableBestsellersRemedy,1
[clamav-virusdb] Update (daily: 5760),0
fw: Заводские цены на ПЛАСТИКОВЫЕ ОКНА -ПВХ,1
From Harley Irwin,1
Click here and order replica watches from best brands   ,1
Engaging Medicinal Offers,1
"[Spambayes-checkins] spambayes/spambayes XMLRPCPlugin.py, 1.1.2.4,	1.1.2.5",0
[UAI] 2004 IEEE International Conference on Advances in Intelligent Systems,0
"Try, it is pleasant to you",1
[Bug 5817] Poorly faked MTA Received headers,0
[opensuse] console keymap,0
[UAI] Second Call for Participants(IWNICA'2004),0
Re: mass-check --server bug?,0
CNN.com Daily Top 10,1
Re: [opensuse] How can I write man pages? Linuxdoc/Docbook anyone? Report on manedit,0
"[Spambayes-checkins] spambayes/spambayes XMLRPCPlugin.py, 1.1.2.5,	1.1.2.6",0
Re: [opensuse]  Unstable system - who is the culprit?,0
Re: [opensuse]  Unstable system - who is the culprit?,0
fashionable replica watches,1
FW: КАЧЕСТВЕННЫЕ ПЛАСТИКОВЫЕ ОКНА,1
"[Spambayes-checkins] spambayes/spambayes CoreUI.py, 1.1.2.6, 1.1.2.7",0
CNN.com Daily Top 10,1
"[Spambayes-checkins] spambayes/spambayes ProxyUI.py,1.64,1.64.2.1",0
Best replica watches from Omega at Replica Classics   ,1
[clamav-virusdb] Update (daily: 5761),0
CertifiedEmedsWorldwideShipping,1
Mego had proposition,1
Penis Enlargment Reviews,1
CNN.com Daily Top 10,1
Proven Effective for 72 Hours Free Trial Sample Available Today,1
CNN.com Daily Top 10,1
Your meds market line.,1
Re: [opensuse]  Unstable system - who is the culprit?,0
FW: Окна ПВХ-ЗАБУДЬТЕ ПРО ШУМ,1
Re: [opensuse]  Unstable system - who is the culprit?,0
"[Spambayes-checkins] spambayes/spambayes XMLRPCPlugin.py, 1.1.2.6,	1.1.2.7",0
CNN.com Daily Top 10,1
save 90% on watches! visit replica store,1
From Lucy Paul,1
CNN.com Daily Top 10,1
Penis Enlargment Reviews,1
Re: [opensuse] SUSE 10.3 + ATI FireGL 5250 + Latest ATI driver = no 3D efects,0
No Pumps! No Surgery! No Exercises! ,1
Have wild nights of love back again to life.,1
Ranking And Reviews Of The Top 5 Penis Enlargement Products!,1
You have an E-Card from...?,1
Your order is executed,1
RE: [ie-rant] Re: hp pavilion issues,0
CNN.com Daily Top 10,1
Karma sutra and massage foreplay techniques,1
Hot sex with Viagra pills.,1
Fwd: Fwd: How business is done,0
"[Spambayes-checkins] spambayes/spambayes XMLRPCPlugin.py, 1.1.2.7,	1.1.2.8",0
CNN.com Daily Top 10,1
"[Spambayes-checkins] spambayes/spambayes XMLRPCPlugin.py, 1.1.2.8,	1.1.2.9",0
Re: [opensuse] openSuSe 10.3 hangs after kernel update,0
Re: [opensuse] SUSE 10.3 + ATI FireGL 5250 + Latest ATI driver = no 3D efects,0
[opensuse] Apt,0
Re: [opensuse] How can I write man pages? Linuxdoc/Docbook anyone? Report on manedit,0
Ladies and Gents watches from only 9.99 inc. delivery ...   ,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
"Produce Stronger, Rock Hard Erections. ",1
Re: [opensuse] openSuSe 10.3 hangs after kernel update,0
Order Rolex Replica //atches 0nline!   ,1
CNN.com Daily Top 10,1
CNN.com Daily Top 10,1
Your MX Helped Catch A Harvester!,0
Katerina age 29 -on dating ,1
Re: [SM-USERS] Autorespond plugin,0
CNN.com Daily Top 10,1
"[Spambayes-checkins] spambayes/spambayes WebAppPlugin.py, 1.1.2.2,	NONE",0
